Nama pembeli,Tanggal pembelian,Review,Column 4,ratings
,2023-03-08 14:37 | Variasi: Wine Red,,i*****22023-03-08 14:37 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,4
,2023-05-11 11:31 | Variasi: Wine Red,,y*****22023-05-11 11:31 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
faisal.adi.saputra,2023-01-30 20:21 | Variasi: Pink,,faisal.adi.saputra2023-01-30 20:21 | Variasi: PinkMembantu?Laporkan Penyalahgunaan,5
hendrikoey7888,2023-04-11 20:16 | Variasi: White,,hendrikoey78882023-04-11 20:16 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
muawanah_reza,2023-04-09 18:34 | Variasi: Red,,muawanah_reza2023-04-09 18:34 | Variasi: RedMembantu?Laporkan Penyalahgunaan,5
,2022-09-21 09:50 | Variasi: Dark Blue,,s*****o2022-09-21 09:50 | Variasi: Dark BlueMembantu?Laporkan Penyalahgunaan,5
ria.gloria,2023-01-18 10:40 | Variasi: Grey,,ria.gloria2023-01-18 10:40 | Variasi: GreyMembantu?Laporkan Penyalahgunaan,5
80nrr7em69,2023-04-24 10:46 | Variasi: White,,80nrr7em692023-04-24 10:46 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
marel766,2023-02-15 01:59 | Variasi: Wine Red,,marel7662023-02-15 01:59 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
mugi_handayani22,2022-10-22 12:38 | Variasi: Blue,,mugi_handayani222022-10-22 12:38 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
anggit4st,2023-04-07 16:56 | Variasi: Red,,anggit4st2023-04-07 16:56 | Variasi: RedMembantu?Laporkan Penyalahgunaan,5
,2023-04-18 00:58 | Variasi: Red,,r*****o2023-04-18 00:58 | Variasi: RedMembantu?Laporkan Penyalahgunaan,5
yenipurnama_,2023-04-09 01:10 | Variasi: Dark Blue,,yenipurnama_2023-04-09 01:10 | Variasi: Dark BlueMembantu?Laporkan Penyalahgunaan,5
arian_arby,2023-04-03 16:02 | Variasi: Red,,arian_arby2023-04-03 16:02 | Variasi: RedMembantu?Laporkan Penyalahgunaan,5
Pengguna Shopee,2023-04-03 18:09 | Variasi: Blue,,Pengguna Shopee2023-04-03 18:09 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
akbarbagussaputra,2023-03-29 22:38 | Variasi: Blue,,akbarbagussaputra2023-03-29 22:38 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
e.kartika67,2023-03-27 21:13 | Variasi: Dark Blue,,e.kartika672023-03-27 21:13 | Variasi: Dark BlueMembantu?Laporkan Penyalahgunaan,5
ferdynandus1985,2023-02-13 17:39 | Variasi: Wine Red,,ferdynandus19852023-02-13 17:39 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
malik_antara,2023-02-02 23:56 | Variasi: Wine Red,,malik_antara2023-02-02 23:56 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
erma432,2023-03-17 11:23 | Variasi: Blue,,erma4322023-03-17 11:23 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
yonpatt,2023-03-14 01:17 | Variasi: Black,,yonpatt2023-03-14 01:17 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
,2023-03-12 13:19 | Variasi: Black,,c*****a2023-03-12 13:19 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
gchiinrwsn,2023-03-11 10:19 | Variasi: White,,gchiinrwsn2023-03-11 10:19 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
basicmen,2023-03-08 17:00 | Variasi: Black,,basicmen2023-03-08 17:00 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
randy2823,2023-03-05 11:35 | Variasi: Red,,randy28232023-03-05 11:35 | Variasi: RedMembantu?Laporkan Penyalahgunaan,5
rsulandari,2023-02-27 03:33 | Variasi: Black,,rsulandari2023-02-27 03:33 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
randy2823,2023-02-23 15:39 | Variasi: Dark Blue,,randy28232023-02-23 15:39 | Variasi: Dark BlueMembantu?Laporkan Penyalahgunaan,5
mhd_ikhsan.93,2023-02-19 12:33 | Variasi: Yellow,,mhd_ikhsan.932023-02-19 12:33 | Variasi: YellowMembantu?Laporkan Penyalahgunaan,5
8gm0mlzrp8,2023-02-17 15:17 | Variasi: Black,,8gm0mlzrp82023-02-17 15:17 | Variasi: BlackMembantu?Laporkan Penyalahgunaan,5
lalalatiifah19,2023-02-16 05:54 | Variasi: White,,lalalatiifah192023-02-16 05:54 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
ayodie,2023-02-16 19:17 | Variasi: White,,ayodie2023-02-16 19:17 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
kangtana,2023-02-14 22:51 | Variasi: Wine Red,,kangtana2023-02-14 22:51 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
lalalatiifah19,2023-02-14 12:53 | Variasi: Pink,,lalalatiifah192023-02-14 12:53 | Variasi: PinkMembantu?Laporkan Penyalahgunaan,5
yanz2408,2023-02-10 09:45 | Variasi: Yellow,,yanz24082023-02-10 09:45 | Variasi: YellowMembantu?Laporkan Penyalahgunaan,5
kadekjian,2023-02-07 12:34 | Variasi: White,,kadekjian2023-02-07 12:34 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
emmyliana22,2023-02-07 08:26 | Variasi: White,,emmyliana222023-02-07 08:26 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
kadekjian,2023-02-07 01:08 | Variasi: Pink,,kadekjian2023-02-07 01:08 | Variasi: PinkMembantu?Laporkan Penyalahgunaan,5
putrinurhasan,2023-02-07 17:58 | Variasi: Wine Red,,putrinurhasan2023-02-07 17:58 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
indytk99,2023-01-30 20:02 | Variasi: Dark Blue,,indytk992023-01-30 20:02 | Variasi: Dark BlueMembantu?Laporkan Penyalahgunaan,5
,2023-01-23 17:30 | Variasi: White,,a*****02023-01-23 17:30 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
marendrapm,2023-01-07 05:51 | Variasi: Green,,marendrapm2023-01-07 05:51 | Variasi: GreenMembantu?Laporkan Penyalahgunaan,5
ekkyfebriadi,2022-11-24 08:37 | Variasi: Grey,,ekkyfebriadi2022-11-24 08:37 | Variasi: GreyMembantu?Laporkan Penyalahgunaan,5
xhanmi,2022-10-07 17:25 | Variasi: White,,xhanmi2022-10-07 17:25 | Variasi: WhiteMembantu?Laporkan Penyalahgunaan,5
,2022-11-12 11:47 | Variasi: Green,,f*****g2022-11-12 11:47 | Variasi: GreenMembantu?Laporkan Penyalahgunaan,5
tokomajumapan19,2022-10-26 08:36 | Variasi: Blue,,tokomajumapan192022-10-26 08:36 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
karanaian,2022-12-21 21:41 | Variasi: Blue,,karanaian2022-12-21 21:41 | Variasi: BlueMembantu?Laporkan Penyalahgunaan,5
,2022-09-25 18:32 | Variasi: Dark Blue,,l*****62022-09-25 18:32 | Variasi: Dark BlueMembantu?Laporkan Penyalahgunaan,5
,2022-11-30 20:44 | Variasi: Grey,,t*****k2022-11-30 20:44 | Variasi: GreyMembantu?Laporkan Penyalahgunaan,5
zackypurnamas,2022-10-15 21:48 | Variasi: Dark Blue,,zackypurnamas2022-10-15 21:48 | Variasi: Dark BlueMembantu?Laporkan Penyalahgunaan,5
andiharis903,2022-12-01 15:16 | Variasi: Grey,,andiharis9032022-12-01 15:16 | Variasi: GreyMembantu?Laporkan Penyalahgunaan,5
,2022-11-23 00:46 | Variasi: Grey,,g*****e2022-11-23 00:46 | Variasi: GreyMembantu?Laporkan Penyalahgunaan,5
,2022-10-16 11:03 | Variasi: Wine Red,,a*****m2022-10-16 11:03 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,5
chachand,2023-02-09 16:02 | Variasi: Wine Red,,chachand2023-02-09 16:02 | Variasi: Wine RedMembantu?Laporkan Penyalahgunaan,4
farida_613,2023-02-25 15:12 | Variasi: Green,,farida_6132023-02-25 15:12 | Variasi: GreenMembantu?Laporkan Penyalahgunaan,1
